,TimeUTC,DCnt,RE,FCnt,rcvFREQ,WM,WD,WS,Height,Xdistanc,Ydistanc,HDP,PDP,GeodetLat,GeodetLon,V,FE,FRT,FTI,FVH,FVL,FSP1,FSP2,FSP3,FSP4,N,Prs,Tmp,Hum
0,2024-06-18 05:30:07,0,4,02062,400.3006,1,0.0,0.0,2.0,0.0,0.0, 0.9, 1.6,34.07069,136.21412,0,0000,363.79,  0.00,327.82,354.82,  0.00,  1.89,  0.00,  0.00,9,1002.7,25.0,50.0
1,2024-06-18 05:30:08,2,4,02064,400.3006,1,180.0,0.0,2.2,0.0,0.0, 0.9, 1.6,34.07068,136.21412,0,0000,363.80,  0.00,327.82,354.82,  0.00,  2.23,179.81,  0.00,9,1002.7,21.2,69.8
2,2024-06-18 05:30:09,4,4,02066,400.3006,1,180.0,0.0,2.5,0.0,0.0, 0.9, 1.4,34.07068,136.21412,0,0000,363.80,  0.00,327.74,354.67,  0.00,  1.89,  0.00,  0.00,9,1002.6,21.7,69.2
3,2024-06-18 05:30:10,6,4,02068,400.3006,1,180.0,0.0,2.8,0.0,0.0, 0.9, 1.4,34.07068,136.21412,0,0000,363.80,  0.00,327.74,354.67,  0.00,  2.23,179.74,  0.00,9,1002.6,20.7,68.9
4,2024-06-18 05:30:11,8,4,02070,400.3006,1,180.0,0.0,3.0,0.0,0.0, 0.9, 1.4,34.07068,136.21412,0,0000,363.80,  0.00,327.85,354.45,  0.00,  1.89,  0.00,  0.00,9,1002.6,20.6,69.4
5,2024-06-18 05:30:12,10,4,02072,400.3006,1,180.0,0.0,3.4,0.0,0.0, 0.0, 1.5,34.07068,136.21412,0,0000,363.80,  0.00,327.85,354.45,  0.00,  2.23,179.78,  0.00,9,1002.5,20.5,70.3
6,2024-06-18 05:30:13,12,4,02074,400.3006,1,180.0,0.0,5.7,-1.8,0.0, 0.0, 1.5,34.07068,136.2141,0,0000,363.80,  0.00,327.82,354.29,  0.00,  1.89,  0.00,  0.00,9,1002.3,20.5,71.2
7,2024-06-18 05:30:14,14,4,02076,400.3006,1,180.0,0.0,7.9,-3.7,2.2, 0.0, 1.5,34.0707,136.21408,0,0000,363.80,  0.00,327.82,354.29,  0.00,  2.23,179.81,  0.00,9,1002.0,20.5,72.1
8,2024-06-18 05:30:15,16,4,02078,400.3006,1,180.0,0.0,11.7,-4.6,4.4, 0.0, 1.5,34.07072,136.21407,0,0000,363.80,  0.00,327.83,354.19,  0.00,  1.89,  0.00,  0.00,9,1001.6,20.5,72.7
9,2024-06-18 05:30:16,18,4,02080,400.3006,1,15.1,0.1,15.5,-4.6,6.7, 0.0, 1.5,34.07074,136.21407,0,0000,363.80,  0.00,327.83,354.19,  0.00,  2.23,179.80,  0.00,9,1001.1,20.5,73.3
10,2024-06-18 05:30:17,20,4,02082,400.3006,1,295.89,0.21,21.0,-5.5,10.0, 0.0, 1.6,34.07077,136.21406,0,0000,363.80,  0.00,327.84,354.07,  0.00,  1.89,  0.00,  0.00,9,1000.5,20.4,73.8
11,2024-06-18 05:30:18,22,4,02084,400.3006,1,258.88,0.5,25.2,-5.5,10.0, 0.0, 1.6,34.07077,136.21406,0,0000,363.80,  0.00,327.84,354.07,  0.00,  2.22,179.81,  0.00,9,1000.0,20.5,74.1
12,2024-06-18 05:30:19,24,4,02086,400.3006,1,244.62,0.5,31.1,-6.5,8.9, 0.0, 1.6,34.07076,136.21405,0,0000,363.80,  0.00,327.83,353.99,  0.00,  1.89,  0.00,  0.00,9,999.3,20.5,74.4
13,2024-06-18 05:30:20,26,4,02088,400.3006,1,236.43,0.38,37.1,1.8,11.1, 0.9, 1.7,34.07078,136.21414,0,0000,363.80,  0.00,327.83,353.99,  0.00,  2.22,179.76,  0.00,9,998.6,20.2,74.8
14,2024-06-18 05:30:21,28,4,02090,400.3006,1,246.98,0.34,45.1,4.6,10.0, 0.0, 1.6,34.07077,136.21417,0,0000,363.80,  0.00,327.78,353.91,  0.00,  1.89,  0.00,  0.00,9,997.7,20.2,75.4
15,2024-06-18 05:30:22,30,4,02092,400.3006,1,269.8,0.42,52.3,7.4,12.2, 0.9, 1.4,34.07079,136.2142,0,0000,363.80,  0.00,327.78,353.91,  0.00,  2.22,179.83,  0.00,9,996.9,20.1,76.1
16,2024-06-18 05:30:23,32,4,02094,400.3006,1,292.66,0.62,60.6,6.5,10.0, 0.9, 1.5,34.07077,136.21419,0,0000,363.80,  0.00,327.81,353.84,  0.00,  1.89,  0.00,  0.00,9,995.9,20.0,76.5
17,2024-06-18 05:30:24,34,4,02096,400.3006,1,282.57,0.56,68.0,2.8,4.4, 0.9, 1.5,34.07072,136.21415,0,0000,363.80,  0.00,327.81,353.84,  0.00,  2.22,179.85,  0.00,9,995.0,20.0,76.8
18,2024-06-18 05:30:25,36,4,02098,400.3006,1,268.35,0.65,75.6,1.8,-2.2, 0.9, 1.5,34.07066,136.21414,0,0000,363.80,  0.00,327.82,353.79,  0.00,  1.89,  0.00,  0.00,9,994.2,20.1,77.0
19,2024-06-18 05:30:26,38,4,02100,400.3006,1,266.11,0.79,82.6,0.9,-5.5, 0.9, 1.5,34.07063,136.21413,0,0000,363.80,  0.00,327.82,353.79,  0.00,  2.22,179.90,  0.00,9,993.4,20.0,77.4
